id_estacion;nom_est;longitud;latitud;altitud;et_mmy;departamento;municipio;ah;zszh;vereda;subregion;depto_region;corriente
26180160;ABEJORRAL [26180160];-75,43041855;5,78597487;2164;1034;Antioquia;Abejorral;MagdalenaCauca;RioArma;;Oriente;Antioquia - Oriente;
16050140;JURISDICCIONES [16050140];-73,23333124;7,850003294;3102;857;NortedeSantander;Abrego;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;BRISAS DEL PARAMO;;NortedeSantander - ;
11110020;ABRIAQUI [11110020];-76,07500241;6,642496664;1872;1096;Antioquia;Abriaqui;Caribe;DarienRioSucio;LAS JUNTAS;Occidente;Antioquia - Occidente;
11150030;ACANDI [11150030];-77,27694647;8,530831613;163;1543;Choco;Acandi;Caribe;DarienRioToloyotrosDirectosalCaribe;;;Choco - ;
11155010;PLAYA LA [11155010];-77,28332956;8,533333081;97;1564;Choco;Acandi;Caribe;DarienRioToloyotrosDirectosalCaribe;SIN DEFINIR;;Choco - ;
25020030;GUACAMAYO [25020030];-74,51222224;8,727218878;21;1588;Bolivar;Achi;MagdalenaCauca;CaucaSanJorgeLaMojana;GUACAMAYO;;Bolivar - ;
25020350;GUARANDA [25020350];-74,54166688;8,492779313;23;1587;Bolivar;Achi;MagdalenaCauca;CaucaSanJorgeLaMojana;BUENAVISTA;;Bolivar - ;
25020800;BUENAVISTA [25020800];-74,52971999;8,573053879;16;1589;Bolivar;Achi;MagdalenaCauca;DirectosBajoCaucaCgaLaRayaentreRioNechi;BUENAVISTA;;Bolivar - ;
25025130;VICTORIA LA [25025130];-74,73333097;8,333333488;21;1588;Bolivar;Achi;MagdalenaCauca;CaucaSanJorgeLaMojana;VILLA NUEVA;;Bolivar - ;
23190710;BARRANCA LEBRIJA [23190710];-73,72444447;8,011837759;40;1582;Cesar;Aguachica;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;BADILLO;;Cesar - ;
26160160;MARIA LA [26160160];-75,57749628;5,58749923;645;1402;Caldas;Aguadas;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;LA MARIA;;Caldas - ;
26180130;PINTADA LA [26180130];-75,59999841;5,749999718;683;1391;Caldas;Aguadas;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;LA PINTADA;;Caldas - ;
26180190;AGUADAS [26180190];-75,45119801;5,600029825;2181;1031;Caldas;Aguadas;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;LA BLANQUITA;;Caldas - ;
26180240;PAVAS LAS [26180240];-75,39288745;5,52219082;2767;917;Caldas;Aguadas;MagdalenaCauca;RioArma;SANTA ROSA;;Caldas - ;
26185010;PELADA LA [26185010];-75,34477656;5,578754297;2193;1028;Caldas;Aguadas;MagdalenaCauca;RioArma;PUENTE PIEDRA;;Caldas - ;
23120100;ALBANIA [23120100];-73,91666691;5,783330023;2106;1046;Santander;Albania;MagdalenaCauca;RioCarare(Minero);HONDA;;Santander - ;
23125060;ALBANIA [23125060];-73,91332917;5,75833334;1636;1149;Santander;Albania;MagdalenaCauca;RioCarare(Minero);;;Santander - ;
26120150;ALCALA [26120150];-75,78630448;4,676473577;1236;1245;ValledelCauca;Alcala;MagdalenaCauca;RioLaVieja;;;ValledelCauca - ;
23080680;ALEJANDRIA [23080680];-75,14999618;6,383336704;1742;1125;Antioquia;Alejandria;MagdalenaCauca;RioNare;FATIMA;Oriente;Antioquia - Oriente;
23080940;PRESA SAN LORENZO [23080940];-74,99677802;6,384586819;1246;1243;Antioquia;Alejandria;MagdalenaCauca;RioNare;EL CERRO;Oriente;Antioquia - Oriente;
23080950;VIENTO EL [23080950];-75,10000095;6,400002836;1493;1183;Antioquia;Alejandria;MagdalenaCauca;RioNare;SAN LUIS;Nordeste;Antioquia - Nordeste;
23085030;ALEJANDRIA [23085030];-75,14338572;6,376246955;1678;1140;Antioquia;Alejandria;MagdalenaCauca;RioNare;SAN PEDRO;Oriente;Antioquia - Oriente;
55015010;PIE DE PATO - AUT [55015010];-76,97316435;5,521080913;21;1588;Choco;AltoBaudo(PieDePato);Pacifico;DirectosPacificoRioBaudo;EL CUETERO;;Choco - ;
27010850;AMALFI [27010850];-75,07721806;6,905558454;1568;1165;Antioquia;Amalfi;MagdalenaCauca;RioPorce;;Nordeste;Antioquia - Nordeste;
27010890;CUEVA SANTA [27010890];-75,03836131;6,9590045;1512;1178;Antioquia;Amalfi;MagdalenaCauca;RioPorce;SALAZAR;Nordeste;Antioquia - Nordeste;
27010960;MONOS HACIENDA [27010960];-74,90214015;6,898610316;1079;1285;Antioquia;Amalfi;MagdalenaCauca;RioPorce;MONOS;Nordeste;Antioquia - Nordeste;
21250310;IDEMA [21250310];-74,78332994;4,783333667;231;1523;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;TAJO MEDIO;;Tolima - ;
21250350;TRIUNFO EL HACIENDA [21250350];-74,79999685;4,866665748;231;1523;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;CHORRILLO;;Tolima - ;
21250370;FLORIDA LA HACIENDA [21250370];-74,81666218;4,933333453;243;1519;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;SANTUARIO;;Tolima - ;
21250430;CAMPAMENTO AMBALEM [21250430];-74,76666604;4,783331637;263;1513;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;;;Tolima - ;
21250440;ALEGRIAS [21250440];-74,93333558;4,86666681;356;1485;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;ALTO DEL BLEDO;;Tolima - ;
21250540;BOCATOMA C Norte [21250540];-74,80000271;4,783335268;238;1520;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;TAJO MEDIO;;Tolima - ;
21250560;CHORRILLO [21250560];-74,81666355;4,83333253;273;1510;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;CHORRILLO;;Tolima - ;
21250580;BOQUERON [21250580];-74,83332907;4,799999485;286;1506;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;TAJO MEDIO;;Tolima - ;
21250590;BOCATOMA C CENTRAL [21250590];-74,78332994;4,783333667;231;1523;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;TAJO MEDIO;;Tolima - ;
21250600;GAMBA [21250600];-74,76667065;4,816666241;234;1522;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;GAMBA;;Tolima - ;
21250610;ALSACIA [21250610];-74,78333235;4,850002268;225;1524;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;CHORRILLO;;Tolima - ;
21250640;PIEDRAS NEGRAS [21250640];-74,80000432;4,766663722;240;1520;Tolima;Ambalema;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;TAJO MEDIO;;Tolima - ;
21255080;SALTO EL [21255080];-74,76794758;4,783753492;276;1509;Tolima;Ambalema;MagdalenaCauca;RioCoello;;;Tolima - ;
26190100;SANTA BARBARA [26190100];-75,90008029;5,563975953;1576;1163;Antioquia;Andes;MagdalenaCauca;RioSanJuan;LAS FLORES;SUROESTE;Antioquia - Suroeste;
26190120;CAMPAMENTO [26190120];-75,87558656;5,681329365;1207;1252;Antioquia;Andes;MagdalenaCauca;RioSanJuan;LA PRADERA;SUROESTE;Antioquia - Suroeste;
26195020;ITA ANDES [26195020];-75,88021845;5,690995825;1210;1252;Antioquia;Andes;MagdalenaCauca;RioSanJuan;LA PRADERA;SUROESTE;Antioquia - Suroeste;
27020040;ANGOSTURA [27020040];-75,33247188;6,883055998;1686;1138;Antioquia;Angostura;MagdalenaCauca;AltoNechi;LOS PINOS;Norte;Antioquia - Norte;
27020210;ANGOSTURA [27020210];-75,33247188;6,883055998;1686;1138;Antioquia;Angostura;MagdalenaCauca;AltoNechi;LOS PINOS;Norte;Antioquia - Norte;
27020160;TENCHE LA RISARALD [27020160];-75,03333042;7,349996849;531;1434;Antioquia;Anori;MagdalenaCauca;AltoNechi;PROVIDENCIA;Nordeste;Antioquia - Nordeste;
27020170;CARMEN EL HACIENDA [27020170];-75,07977636;7,147196396;876;1338;Antioquia;Anori;MagdalenaCauca;AltoNechi;EL CARMEN;Nordeste;Antioquia - Nordeste;
27020180;ANORI [27020180];-75,15052916;7,0719206;1576;1163;Antioquia;Anori;MagdalenaCauca;AltoNechi;;Nordeste;Antioquia - Nordeste;
27025010;MONTEFRIO [27025010];-75,1999987;6,949996954;1803;1112;Antioquia;Anori;MagdalenaCauca;AltoNechi;MEDIAS FALDAS;Nordeste;Antioquia - Nordeste;
27025020;CHARCON LIBERIA [27025020];-74,99999835;7,383329463;97;1564;Antioquia;Anori;MagdalenaCauca;AltoNechi;LEVERIA;Nordeste;Antioquia - Nordeste;
27025030;ANORI [27025030];-75,15052916;7,0719206;1576;1163;Antioquia;Anori;MagdalenaCauca;AltoNechi;;Nordeste;Antioquia - Nordeste;
26145020;BELLAVISTA [26145020];-75,80013735;5,275947527;1990;1071;Caldas;Anserma;MagdalenaCauca;RioRisaralda;BELLAVISTA;;Caldas - ;
26110150;INMACULADA LA [26110150];-75,99000344;4,790000872;943;1320;ValledelCauca;Ansermanuevo;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCañaveral;;;ValledelCauca - ;
26115090;LAS BRISAS - AUT [26115090];-76,14427657;4,775581572;1948;1080;ValledelCauca;Ansermanuevo;Pacifico;RioSipi;ALTO TIGRE;;ValledelCauca - ;
26205040;IGUINA HACIENDA [26205040];-75,86666668;6,3666672;778;1365;Antioquia;Anza;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;HIGUINA;Occidente;Antioquia - Occidente;
26205060;NOQUE LA [26205060];-75,83333097;6,399997147;486;1447;Antioquia;Anza;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;LA NOQUE;Occidente;Antioquia - Occidente;
26210090;ANZA [26210090];-75,85925162;6,30313872;756;1371;Antioquia;Anza;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;VENDIAGUAL;Occidente;Antioquia - Occidente;
21240070;ANZOATEGUI [21240070];-75,09000288;4,637503524;1930;1084;Tolima;Anzoategui;MagdalenaCauca;RioTotare(1-7);;;Tolima - ;
12010060;LORENA LA [12010060];-76,68916298;7,863058278;10;1591;Antioquia;Apartado;Caribe;LitoralRioLeon;VEREDA CHURIDO;URABA;Antioquia - Urabá;
12010070;CASCO EL [12010070];-76,64777827;7,88444551;25;1587;Antioquia;Apartado;Caribe;LitoralRioLeon;VEREDA EL SALVADOR;URABA;Antioquia - Urabá;
12010160;SAN JOSE APARTADO [12010160];-76,59999766;7,866669131;38;1582;Antioquia;Apartado;Caribe;LitoralRioLeon;VEREDA SALSIPUEDES;URABA;Antioquia - Urabá;
12015020;UNIBAN [12015020];-76,65133325;7,825917883;33;1584;Antioquia;Apartado;Caribe;LitoralRioLeon;VEREDA ZUNGO CARRETERA;URABA;Antioquia - Urabá;
12030020;CARMELO EL [12030020];-76,38000435;8,620001092;38;1582;Antioquia;Arboletes;Caribe;LitoralRioSanJuan;EL CARMELO;URABA;Antioquia - Urabá;
12045010;ARBOLETES [12045010];-76,43194048;8,84694323;15;1590;Antioquia;Arboletes;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;;URABA;Antioquia - Urabá;
25020970;ARENAL [25020970];-73,94110848;8,459442789;41;1582;Bolivar;Arenal;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);;;Bolivar - ;
25021110;DIAMANTE EL [25021110];-74,08332898;8,366664284;690;1389;Bolivar;Arenal;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);MUELA;;Bolivar - ;
23055070;ARGELIA [23055070];-75,13999964;5,729997421;1716;1131;Antioquia;Argelia;MagdalenaCauca;RioLaMiel(Samana);;Oriente;Antioquia - Oriente;
54035020;ARGELIA EL RECREO [54035020];-76,11666588;4,73333311;1619;1153;ValledelCauca;Argelia;Pacifico;RioSipi;LAS BRISAS;;ValledelCauca - ;
26200140;ARMENIA [26200140];-75,77152874;6,15796888;1625;1152;Antioquia;Armenia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;LA HORCONA;Occidente;Antioquia - Occidente;
21250060;IDEMA-ARMERO [21250060];-74,91666842;4,966664442;370;1481;Tolima;Armero(Guayabal);MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;ARMERO;;Tolima - ;
21250150;PUENTE KM 85 EL [21250150];-74,83332931;4,933332876;251;1516;Tolima;Armero(Guayabal);MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;SIN DEFINIR;;Tolima - ;
21250360;PUENTE EL KM 89 [21250360];-74,86666311;4,933330467;264;1513;Tolima;Armero(Guayabal);MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;SIN DEFINIR;;Tolima - ;
21250450;POTOSI HACIENDA [21250450];-74,8824717;5,053028902;292;1504;Tolima;Armero(Guayabal);MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;LA JOYA;;Tolima - ;
21250510;ARMERO GJA-C UNIVE [21250510];-74,91666842;4,966664442;370;1481;Tolima;Armero(Guayabal);MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;ARMERO;;Tolima - ;
21255090;ARMERO GRANJA [21255090];-74,89998878;4,99999946;284;1506;Tolima;Armero(Guayabal);MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;ARMERO;;Tolima - ;
25020480;PAJAROS LOS [25020480];-74,86777779;8,340555865;20;1588;Cordoba;Ayapel;MagdalenaCauca;CaucaSanJorgeLaMojana;CAÑO MUÑOZ;;Cordoba - ;
25020780;CECILIA [25020780];-75,03416699;8,461390225;20;1588;Cordoba;Ayapel;MagdalenaCauca;CaucaSanJorgeLaMojana;CECILIA;;Cordoba - ;
25025030;AYAPEL - AUT [25025030];-75,16455616;8,295062422;33;1584;Cordoba;Ayapel;MagdalenaCauca;CaucaSanJorgeLaMojana;SAN JORGE ABAJO;;Cordoba - ;
56010030;CUPICA [56010030];-77,49061554;6,706556434;9;1592;Choco;BahiaSolano(Mutis);Pacifico;DirectosDirectosPacificoFronteraPanama;SIN DEFINIR;;Choco - ;
56015010;PANAMERICANA [56015010];-77,40444814;6,223333313;7;1592;Choco;BahiaSolano(Mutis);Pacifico;DirectosPacificoFronteraPanama;MUTIS;;Choco - ;
24040050;SANTA ISABEL [24040050];-73,20278126;6,644444921;1339;1220;Santander;Barichara;MagdalenaCauca;RioSuarez;EL CAUCHO;;Santander - ;
23130010;CHUCURI [23130010];-74,03139103;6,87777998;83;1568;Santander;Barrancabermeja;MagdalenaCauca;RioOpon;SAN RAFAEL DEL CHUCURI;;Santander - ;
23155030;AEROPUERTO YARIGUIES [23155030];-73,80861059;7,026390041;123;1556;Santander;Barrancabermeja;MagdalenaCauca;RioOpon;CAMPO 45;;Santander - ;
23155040;CENTRO EL [23155040];-73,76508439;6,859557634;105;1561;Santander;Barrancabermeja;MagdalenaCauca;RioOpon;CAMPO 23;;Santander - ;
25027630;RIO NUEVO [25027630];-74,2544476;8,809724064;17;1589;Bolivar;BarrancoDeLoba;MagdalenaCauca;DirectosBajoMagdalenaentreElBancoyElPlato;LOS CERRITOS;;Bolivar - ;
26140090;TAPARCAL [26140090];-75,86277401;5,167058387;1603;1157;Risaralda;BelenDeUmbria;MagdalenaCauca;RioRisaralda;TAPARCAL;;Risaralda - ;
27010800;MESETA LA SN PEDRO [27010800];-75,60722239;6,399721648;2548;958;Antioquia;Bello;MagdalenaCauca;RioPorce;LA CHINA;Valle de Aburra;Antioquia - Valle de Aburra;
27015090;TULIO OSPINA [27015090];-75,55325389;6,319690706;1435;1197;Antioquia;Bello;MagdalenaCauca;RioPorce;;Valle de Aburra;Antioquia - Valle de Aburra;
26230220;OCULTA LA [26230220];-75,63858186;6,77939108;2679;933;Antioquia;Belmira;MagdalenaCauca;RioPorce;QUEBRADITAS;Norte;Antioquia - Norte;
27010870;BELMIRA [27010870];-75,668333;6,609166191;2503;966;Antioquia;Belmira;MagdalenaCauca;RioPorce;;Norte;Antioquia - Norte;
26190080;BETANIA-VOLGA [26190080];-75,9833336;5,699997253;1824;1107;Antioquia;Betania;MagdalenaCauca;RioSanJuan;TAPARTO;SUROESTE;Antioquia - Suroeste;
26190090;BETANIA-LAS GUACAS [26190090];-75,9755251;5,754997715;1582;1162;Antioquia;Betania;MagdalenaCauca;RioSanJuan;TRAVIESAS;SUROESTE;Antioquia - Suroeste;
26210140;ALTAMIRA [26210140];-75,94549639;6,21853172;1828;1106;Antioquia;Betulia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;LA  ASOMADERA;SUROESTE;Antioquia - Suroeste;
11080010;BELLAVISTA [11080010];-76,88542106;6,559163957;17;1589;Choco;Bojaya(Bellavista);Caribe;DarienDirectosAtratoentreRiosQuitoyBojaya(mi);SIN DEFINIR;;Choco - ;
11085010;LOMA LA [11085010];-76,98333527;6,533332082;49;1579;Choco;Bojaya(Bellavista);Caribe;DarienRioBojaya;SIN DEFINIR;;Choco - ;
11090010;OPOGADO [11090010];-76,97272424;6,812529297;8;1592;Choco;Bojaya(Bellavista);Caribe;DarienRioNapipiRioOpogado;SIN DEFINIR;;Choco - ;
24010640;BOLIVAR [24010640];-73,77083115;5,986112519;2148;1038;Santander;Bolivar;MagdalenaCauca;RioSuarez;;;Santander - ;
26230160;BRICENO [26230160];-75,51166452;7,105273436;1377;1211;Antioquia;Briceño;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;SAN FRANCISCO;Norte;Antioquia - Norte;
23190590;FLORESTA LA [23190590];-73,12389302;7,090282123;829;1351;Santander;Bucaramanga;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - ;
23190800;HIMAT R-11 [23190800];-73,13333119;7,116667916;927;1325;Santander;Bucaramanga;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - ;
23190830;BUCARAMANGA IDEAM [23190830];-73,11833138;7,128336824;1007;1304;Santander;Bucaramanga;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - ;
23195030;AEROPUERTO GOMEZ NINO [23195030];-73,133336;7,133337119;933;1323;Santander;Bucaramanga;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - ;
23195040;UNIVERSIDAD INDUSTRIAL SANTANDER [23195040];-73,12222242;7,144724479;894;1333;Santander;Bucaramanga;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - ;
23195050;VIVERO CHIMITA [23195050];-73,15000095;7,116662816;829;1351;Santander;Bucaramanga;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - ;
23125100;BUENAVISTA [23125100];-73,94311134;5,514916078;2183;1030;Boyaca;Buenavista;MagdalenaCauca;RioCarare(Minero);;;Boyaca - ;
25020520;BUENAVISTA - AUT [25020520];-75,46750378;8,222221799;54;1577;Cordoba;Buenavista;MagdalenaCauca;CaucaSanJorgeLaMojana;COSTA RICA;;Cordoba - ;
26225040;PIUNTI HACIENDA [26225040];-75,91296789;6,729503031;1615;1154;Antioquia;Buritica;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;LOS ARADOS;Occidente;Antioquia - Occidente;
24040060;REMOLINO [24040060];-73,27611551;6,606111459;657;1398;Santander;Cabrera;MagdalenaCauca;RioSuarez;LAS VUELTAS;;Santander - ;
26240050;UNION LA HACIENDA [26240050];-75,35000406;7,716665466;96;1564;Antioquia;Caceres;MagdalenaCauca;RioTarazaRioMan;NICARAGUA;Bajo Cauca;Antioquia - Bajo Cauca;
26240060;MANIZALES [26240060];-75,41500213;7,836663388;97;1564;Antioquia;Caceres;MagdalenaCauca;CaucaSanJorgeLaMojana;MANIZALES;Bajo Cauca;Antioquia - Bajo Cauca;
26240090;PUERTO BELGICA [26240090];-75,28444269;7,668309801;87;1567;Antioquia;Caceres;MagdalenaCauca;RioTarazaRioMan;PUERTO BELGICA;Bajo Cauca;Antioquia - Bajo Cauca;
26240100;GUARUMO-LA LUCHA [26240100];-75,21491595;7,862920039;64;1574;Antioquia;Caceres;MagdalenaCauca;RioTarazaRioMan;GUARUMO;Bajo Cauca;Antioquia - Bajo Cauca;
26245020;MARY LAND [26245020];-75,4166641;7,500002528;508;1440;Antioquia;Caceres;MagdalenaCauca;RioTarazaRioMan;CURUMANA;Bajo Cauca;Antioquia - Bajo Cauca;
26250010;CACERES [26250010];-75,34783725;7,579058906;92;1565;Antioquia;Caceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRioNechi;;Bajo Cauca;Antioquia - Bajo Cauca;
26250020;TRINIDAD LA HACIENDA [26250020];-75,23333626;7,683335758;108;1560;Antioquia;Caceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRioNechi;PONCIANO ABAJO;Bajo Cauca;Antioquia - Bajo Cauca;
26250030;CACERES [26250030];-75,34783725;7,579058906;92;1565;Antioquia;Caceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRioNechi;;Bajo Cauca;Antioquia - Bajo Cauca;
26250090;PIAMONTE [26250090];-75,19999793;7,783331542;100;1563;Antioquia;Caceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRioNechi;PIAMONTE;Bajo Cauca;Antioquia - Bajo Cauca;
26250100;SANTA CRUZ HACIENDA [26250100];-75,25000371;7,500001043;160;1544;Antioquia;Caceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRioNechi;BEJUQUILLO;Bajo Cauca;Antioquia - Bajo Cauca;
23190540;VEGA LA [23190540];-73,18055827;7,650837406;699;1386;NortedeSantander;Cachira;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;LAS CUADRAS;;NortedeSantander - ;
26210070;CAICEDO [26210070];-75,98127628;6,405973833;1776;1118;Antioquia;Caicedo;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;BELLA AGUADA;Occidente;Antioquia - Occidente;
25020980;CAIMITO [25020980];-75,12444783;8,790831606;26;1586;Sucre;Caimito;MagdalenaCauca;CaucaSanJorgeLaMojana;CORREGIMIENTO LA MEJIA;;Sucre - ;
27010790;MESETA LA-SENA [27010790];-75,61667011;6,033330687;1961;1077;Antioquia;Caldas;MagdalenaCauca;RioPorce;EL 60;Valle de Aburra;Antioquia - Valle de Aburra;
27015160;CLARA LA [27015160];-75,59999593;6,066662513;2481;971;Antioquia;Caldas;MagdalenaCauca;RioPorce;PRIMAVERA;Valle de Aburra;Antioquia - Valle de Aburra;
27015260;SALADA LA [27015260];-75,62466255;6,048362846;1894;1092;Antioquia;Caldas;MagdalenaCauca;RioPorce;SALADA PARTE ALTA;Valle de Aburra;Antioquia - Valle de Aburra;
12040020;CANALETE [12040020];-76,23555889;8,786948342;54;1577;Cordoba;Canalete;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;SIN DEFINIR;;Cordoba - ;
23170030;YANACUE [23170030];-73,99999754;7,299999676;63;1575;Bolivar;Cantagallo;MagdalenaCauca;RioCimitarrayotrosdirectosalMagdalena;SIN DEFINIR;;Bolivar - ;
23170050;SANTO DOMINGO [23170050];-74,21667101;7,116662821;243;1519;Bolivar;Cantagallo;MagdalenaCauca;RioCimitarrayotrosdirectosalMagdalena;SANTO DOMINGO;;Bolivar - ;
23170060;MONTERRUBIO FINCA [23170060];-74,04999753;7,333336569;188;1536;Bolivar;Cantagallo;MagdalenaCauca;RioCimitarrayotrosdirectosalMagdalena;SIN DEFINIR;;Bolivar - ;
11110040;CANASGORDAS [11110040];-76,03333228;6,749999257;1330;1222;Antioquia;Cañasgordas;Caribe;DarienRioSucio;MEDIA CUESTA;Occidente;Antioquia - Occidente;
11115020;CANASGORDAS - AUT [11115020];-76,02966672;6,758029112;1263;1239;Antioquia;Cañasgordas;Caribe;AtratoDarienRioSucio;;Occidente;Antioquia - Occidente;
23060110;CAPARRAPI [23060110];-74,49477514;5,352195985;1139;1270;Cundinamarca;Caparrapi;MagdalenaCauca;RioNegro;SUZNE;;Cundinamarca - ;
23060160;SAN PABLO [23060160];-74,46241894;5,485087115;1138;1270;Cundinamarca;Caparrapi;MagdalenaCauca;RioNegro;SAN PEDRO;;Cundinamarca - ;
26170170;PRADERA LA [26170170];-75,66666752;5,533337608;2339;999;Antioquia;Caramanta;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;LA CASCADA;SUROESTE;Antioquia - Suroeste;
26170180;CARAMANTA [26170180];-75,64130633;5,54783477;2112;1045;Antioquia;Caramanta;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;PELADEROS;SUROESTE;Antioquia - Suroeste;
12010050;TOSCANA LA [12010050];-76,70305849;7,808054842;17;1589;Antioquia;Carepa;Caribe;LitoralRioLeon;ZARABANA;URABA;Antioquia - Urabá;
12010080;SANTA ISABEL [12010080];-76,66666573;7,750003075;34;1584;Antioquia;Carepa;Caribe;LitoralRioLeon;LA CADENA;URABA;Antioquia - Urabá;
12010090;TRIGANA [12010090];-76,71189024;7,74766922;21;1588;Antioquia;Carepa;Caribe;LitoralRioLeon;EL ENCANTO;URABA;Antioquia - Urabá;
12015060;TULENAPA - AUT [12015060];-76,66575065;7,773943956;31;1585;Antioquia;Carepa;Caribe;LitoralRioLeon;CASA VERDE;URABA;Antioquia - Urabá;
12015070;AEROPUERTO LOS CEDROS [12015070];-76,7178927;7,816386353;15;1590;Antioquia;Carepa;Caribe;LitoralRioLeon;ZARABANA;URABA;Antioquia - Urabá;
24010610;CARMEN DE CARUPA [24010610];-73,90446863;5,351279566;2966;881;Cundinamarca;CarmenDeCarupa;MagdalenaCauca;RioSuarez;;;Cundinamarca - ;
24015380;CARMEN DE CARUPA - AUT [24015380];-73,89833248;5,34722557;2957;882;Cundinamarca;CarmenDeCarupa;MagdalenaCauca;RioSuarez;;;Cundinamarca - ;
11100010;VIGIA DE CURVARADO [11100010];-76,91667002;7,08333246;5;1593;Choco;CarmenDelDarien(Curbarado);Caribe;DarienRioMurindoDirectosalAtrato;SIN DEFINIR;;Choco - ;
11100020;DOMINGODO [11100020];-77,0300006;7,179997419;4;1593;Choco;CarmenDelDarien(Curbarado);Caribe;DarienRioSucio;LAS MERCEDES;;Choco - ;
23080650;CAMPOALEGRE [23080650];-75,33561272;6,073781912;2181;1031;Antioquia;CarmenDeViboral;MagdalenaCauca;RioNare;;Oriente;Antioquia - Oriente;
23080790;LINDA LA [23080790];-75,28333419;5,950000444;2603;947;Antioquia;CarmenDeViboral;MagdalenaCauca;RioNare;LA LINDA;Oriente;Antioquia - Oriente;
26100830;PALMASOLA [26100830];-75,96166796;4,688416149;906;1330;ValledelCauca;Cartago;MagdalenaCauca;RiosLasCaiÃ‚Â±asLosMicosyObando;ZARAGOZA;;ValledelCauca - ;
25020370;MONEDA LA HACIENDA [25020370];-74,94222089;8,036670111;42;1581;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRioNechi;MARGENTO;Bajo Cauca;Antioquia - Bajo Cauca;
25020530;LA ILUSION [25020530];-75,08975306;8,025501421;53;1578;Antioquia;Caucasia;MagdalenaCauca;CaucaSanJorgeLaMojana;LA ILUSION;Bajo Cauca;Antioquia - Bajo Cauca;
25021390;CAUCASIA [25021390];-75,20000137;7,999996063;44;1581;Antioquia;Caucasia;MagdalenaCauca;CaucaSanJorgeLaMojana;CAMPO ALEGRE;Bajo Cauca;Antioquia - Bajo Cauca;
